point_index,x,y,arc_length_px
592,624.951,534.629,652.540
593,625.866,535.193,653.615
594,626.784,535.750,654.689
595,627.705,536.300,655.761
596,628.629,536.842,656.833
597,629.556,537.377,657.903
598,630.486,537.904,658.973
599,631.420,538.424,660.041
600,632.357,538.936,661.109
601,633.297,539.439,662.175
602,634.240,539.935,663.241
603,635.187,540.422,664.306
604,636.138,540.901,665.370
605,637.092,541.371,666.434
606,638.050,541.833,667.497
607,639.011,542.286,668.560
608,639.976,542.729,669.622
609,640.945,543.164,670.684
610,641.918,543.590,671.746
611,642.895,544.006,672.808
612,643.876,544.413,673.870
613,644.861,544.810,674.931
614,645.849,545.197,675.994
615,646.842,545.575,677.056
616,647.840,545.942,678.119
617,648.841,546.299,679.182
618,649.847,546.647,680.246
619,650.856,546.985,681.311
620,651.870,547.314,682.376
621,652.887,547.635,683.443
622,653.908,547.948,684.511
623,654.933,548.253,685.580
624,655.961,548.550,686.650
625,656.993,548.841,687.722
626,658.027,549.126,688.795
627,659.065,549.404,689.870
628,660.105,549.678,690.945
629,661.149,549.946,692.023
630,662.195,550.209,693.102
631,663.244,550.468,694.182
632,664.295,550.723,695.264
633,665.349,550.975,696.347
634,666.404,551.224,697.432
635,667.462,551.471,698.518
636,668.522,551.715,699.605
637,669.584,551.958,700.694
638,670.647,552.199,701.785
639,671.712,552.440,702.877
640,672.779,552.681,703.970
641,673.846,552.921,705.065
642,674.916,553.162,706.161
643,675.986,553.404,707.258
644,677.057,553.647,708.356
645,678.129,553.892,709.456
646,679.202,554.139,710.557
647,680.276,554.389,711.659
648,681.350,554.642,712.763
649,682.424,554.898,713.867
650,683.499,555.158,714.973
651,684.573,555.423,716.080
652,685.648,555.692,717.188
653,686.723,555.967,718.297
654,687.798,556.247,719.408
655,688.872,556.534,720.519
656,689.945,556.826,721.632
657,691.019,557.126,722.746
658,692.091,557.433,723.862
659,693.163,557.748,724.979
660,694.233,558.071,726.097
661,695.303,558.403,727.217
662,696.371,558.743,728.338
663,697.438,559.092,729.460
664,698.502,559.450,730.583
665,699.565,559.816,731.707
666,700.625,560.191,732.832
667,701.683,560.576,733.957
668,702.738,560.969,735.083
669,703.789,561.371,736.209
670,704.838,561.782,737.335
671,705.882,562.203,738.461
672,706.923,562.633,739.588
673,707.960,563.071,740.713
674,708.992,563.520,741.839
675,710.020,563.977,742.964
676,711.043,564.445,744.089
677,712.061,564.921,745.212
678,713.073,565.407,746.336
679,714.080,565.903,747.458
680,715.081,566.409,748.579
681,716.076,566.924,749.700
682,717.065,567.449,750.819
683,718.046,567.984,751.937
684,719.021,568.529,753.054
685,719.989,569.083,754.170
686,720.950,569.648,755.284
687,721.903,570.223,756.397
688,722.848,570.808,757.508
689,723.785,571.404,758.618
690,724.713,572.009,759.727
691,725.633,572.625,760.834
692,726.544,573.251,761.940
693,727.446,573.888,763.044
694,728.339,574.535,764.146
695,729.222,575.193,765.247
696,730.095,575.862,766.347
697,730.958,576.541,767.445
698,731.811,577.231,768.542
699,732.653,577.931,769.637
700,733.484,578.643,770.731
701,734.304,579.365,771.824
702,735.112,580.099,772.916
703,735.909,580.843,774.006
704,736.694,581.599,775.096
705,737.467,582.366,776.185
706,738.228,583.144,777.273
707,738.976,583.933,778.360
708,739.711,584.733,779.447
709,740.433,585.545,780.534
710,741.142,586.369,781.620
711,741.837,587.204,782.706
712,742.518,588.050,783.793
713,743.185,588.908,784.880
714,743.837,589.778,785.967
715,744.475,590.660,787.055
716,745.098,591.553,788.144
717,745.707,592.457,789.234
718,746.300,593.372,790.325
719,746.879,594.298,791.417
720,747.442,595.235,792.510
721,747.991,596.181,793.604
722,748.524,597.137,794.699
723,749.043,598.103,795.795
724,749.545,599.078,796.891
725,750.033,600.062,797.990
726,750.505,601.054,799.089
727,750.962,602.055,800.189
728,751.403,603.064,801.290
729,751.829,604.080,802.392
730,752.239,605.104,803.495
731,752.633,606.135,804.599
732,753.011,607.173,805.703
733,753.374,608.218,806.809
734,753.721,609.269,807.916
735,754.051,610.325,809.023
736,754.366,611.388,810.131
737,754.665,612.456,811.240
738,754.947,613.529,812.349
739,755.213,614.607,813.460
740,755.463,615.689,814.570
741,755.696,616.775,815.682
742,755.913,617.866,816.794
743,756.114,618.960,817.906
744,756.298,620.057,819.019
745,756.465,621.158,820.132
746,756.616,622.261,821.245
747,756.750,623.367,822.359
748,756.867,624.475,823.473
749,756.967,625.585,824.587
750,757.050,626.696,825.702
751,757.116,627.809,826.817
752,757.165,628.922,827.931
753,757.197,630.037,829.046
754,757.212,631.151,830.161
755,757.209,632.266,831.276
756,757.190,633.381,832.391
757,757.152,634.495,833.506
758,757.097,635.609,834.621
759,757.025,636.721,835.735
760,756.935,637.833,836.850
761,756.827,638.942,837.965
762,756.702,640.050,839.080
763,756.559,641.155,840.194
764,756.398,642.258,841.309
765,756.219,643.358,842.423
766,756.022,644.455,843.538
767,755.807,645.548,844.652
768,755.574,646.638,845.767
769,755.323,647.724,846.881
770,755.053,648.806,847.996
771,754.765,649.883,849.111
772,754.459,650.955,850.226
773,754.134,652.022,851.342
774,753.791,653.084,852.457
775,753.429,654.140,853.573
776,753.048,655.190,854.690
777,752.649,656.233,855.807
778,752.231,657.270,856.925
779,751.794,658.300,858.044
780,751.338,659.323,859.164
781,750.864,660.338,860.285
782,750.370,661.346,861.407
783,749.857,662.345,862.530
784,749.325,663.337,863.655
785,748.774,664.319,864.782
786,748.203,665.292,865.910
787,747.613,666.257,867.041
788,747.004,667.211,868.173
789,746.375,668.156,869.308
790,745.727,669.091,870.446
791,745.059,670.015,871.586
792,744.371,670.929,872.730
793,743.663,671.832,873.877
794,742.936,672.723,875.027
795,742.189,673.603,876.181
796,741.422,674.471,877.340
797,740.635,675.326,878.502
798,739.827,676.170,879.670
799,739.000,677.000,880.842
