point_index,x,y,arc_length_px
648,748.151,582.158,424.348
649,748.063,582.719,424.916
650,747.986,583.285,425.488
651,747.922,583.857,426.062
652,747.868,584.433,426.641
653,747.826,585.013,427.223
654,747.794,585.599,427.809
655,747.773,586.189,428.400
656,747.763,586.783,428.994
657,747.762,587.382,429.593
658,747.772,587.985,430.196
659,747.791,588.592,430.804
660,747.819,589.204,431.416
661,747.857,589.820,432.033
662,747.904,590.439,432.654
663,747.959,591.063,433.280
664,748.023,591.690,433.911
665,748.095,592.321,434.546
666,748.176,592.956,435.186
667,748.264,593.594,435.831
668,748.359,594.236,436.479
669,748.463,594.882,437.133
670,748.573,595.530,437.791
671,748.690,596.182,438.453
672,748.814,596.837,439.120
673,748.944,597.495,439.791
674,749.081,598.156,440.466
675,749.224,598.820,441.145
676,749.372,599.487,441.828
677,749.526,600.157,442.515
678,749.685,600.829,443.206
679,749.850,601.504,443.901
680,750.019,602.182,444.599
681,750.193,602.861,445.301
682,750.371,603.544,446.006
683,750.553,604.228,446.714
684,750.740,604.915,447.426
685,750.930,605.604,448.141
686,751.124,606.294,448.858
687,751.320,606.987,449.578
688,751.520,607.682,450.301
689,751.723,608.378,451.026
690,751.928,609.076,451.754
691,752.136,609.776,452.483
692,752.346,610.477,453.215
693,752.557,611.179,453.949
694,752.771,611.883,454.685
695,752.985,612.588,455.422
696,753.201,613.295,456.160
697,753.418,614.002,456.900
698,753.636,614.711,457.642
699,753.854,615.420,458.384
700,754.073,616.131,459.127
701,754.291,616.842,459.871
702,754.509,617.554,460.616
703,754.727,618.266,461.361
704,754.945,618.979,462.106
705,755.161,619.693,462.852
706,755.377,620.406,463.597
707,755.591,621.121,464.343
708,755.803,621.835,465.088
709,756.014,622.549,465.833
710,756.223,623.264,466.577
711,756.429,623.978,467.321
712,756.633,624.692,468.064
713,756.835,625.406,468.806
714,757.033,626.120,469.547
715,757.229,626.834,470.286
716,757.421,627.547,471.025
717,757.609,628.259,471.761
718,757.793,628.971,472.497
719,757.974,629.682,473.230
720,758.150,630.392,473.962
721,758.322,631.102,474.692
722,758.489,631.810,475.420
723,758.651,632.518,476.146
724,758.807,633.224,476.869
725,758.959,633.929,477.591
726,759.104,634.633,478.309
727,759.244,635.336,479.026
728,759.378,636.037,479.739
729,759.505,636.736,480.450
730,759.626,637.434,481.159
731,759.740,638.131,481.864
732,759.847,638.825,482.567
733,759.946,639.518,483.267
734,760.038,640.208,483.964
735,760.123,640.897,484.657
736,760.199,641.584,485.348
737,760.267,642.268,486.036
738,760.327,642.950,486.721
739,760.379,643.630,487.402
740,760.421,644.307,488.081
741,760.454,644.982,488.757
742,760.478,645.654,489.429
743,760.493,646.324,490.099
744,760.497,646.991,490.766
745,760.492,647.655,491.430
746,760.476,648.316,492.091
747,760.450,648.974,492.750
748,760.414,649.628,493.405
749,760.366,650.280,494.059
750,760.307,650.929,494.710
751,760.237,651.574,495.359
752,760.155,652.216,496.006
753,760.061,652.854,496.651
754,759.956,653.488,497.294
755,759.838,654.119,497.936
756,759.707,654.747,498.577
757,759.564,655.370,499.217
758,759.407,655.989,499.855
759,759.238,656.605,500.494
760,759.055,657.216,501.132
761,758.858,657.824,501.770
762,758.648,658.426,502.409
763,758.423,659.025,503.048
764,758.184,659.619,503.689
765,757.931,660.209,504.331
766,757.663,660.794,504.975
767,757.379,661.375,505.621
768,757.080,661.951,506.269
769,756.766,662.522,506.921
770,756.436,663.088,507.576
771,756.091,663.649,508.235
772,755.729,664.205,508.899
773,755.350,664.756,509.567
774,754.955,665.301,510.241
775,754.543,665.842,510.920
776,754.114,666.376,511.606
777,753.668,666.906,512.298
778,753.204,667.430,512.998
779,752.722,667.948,513.706
780,752.222,668.460,514.421
781,751.704,668.967,515.146
782,751.168,669.468,515.880
783,750.613,669.963,516.624
784,750.038,670.452,517.378
785,749.445,670.934,518.142
786,748.833,671.411,518.918
787,748.200,671.881,519.706
788,747.548,672.344,520.506
789,746.876,672.802,521.319
790,746.184,673.252,522.146
791,745.471,673.696,522.986
792,744.737,674.134,523.840
793,743.982,674.564,524.709
794,743.206,674.988,525.593
795,742.409,675.405,526.492
796,741.590,675.814,527.408
797,740.749,676.217,528.341
798,739.885,676.612,529.290
799,739.000,677.000,530.257
